Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,consent,state,gender,age,pid_3 - Selected Choice,pid_3 - Other (please specify) - Text,pid_rep,pid_dem,pid_ind,pol_interest,ft_dems,ft_reps,We'd like to understand how you think various measures of the economy performed in 2019.When answ - The nation's economy,We'd like to understand how you think various measures of the economy performed in 2019.When answ - The level of unemployment,We'd like to understand how you think various measures of the economy performed in 2019.When answ - Inflation,reps_economy - No Name - - Got better,reps_economy - No Name - - Stayed about the same,reps_economy - No Name - - Got worse,dems_economy - No Name - - Got better,dems_economy - No Name - - Stayed about the same,dems_economy - No Name - - Got worse,reps_unemployment - No Name - - Got better,reps_unemployment - No Name - - Stayed about the same,reps_unemployment - No Name - - Got worse,dems_unemployment - No Name - - Got better,dems_unemployment - No Name - - Stayed about the same,dems_unemployment - No Name - - Got worse,reps_inflation - No Name - - Got better,reps_inflation - No Name - - Stayed about the same,reps_inflation - No Name - - Got worse,dems_inflation - No Name - - Got better,dems_inflation - No Name - - Stayed about the same,dems_inflation - No Name - - Got worse,gop_unemployment,gop_inflation,obama_unemployment,obama_inflation,trump_masks,latino,race - Selected Choice,race - Other - Text,education,sleep,prosthetic,blind,deaf,gang,family_gang,hits,date,sincerity,randomization_1
6/29/20 10:50,6/29/20 10:59,0,174.250.6.6,100,510,1,6/29/20 10:59,R_AhNI3zPqnIB93l7,,,,,37.75100708,-97.8219986,anonymous,EN,1,33,1,3,4,None,,,3,2,1,1,4,4,5,0,45,55,15,35,50,15,0,85,15,0,85,25,25,50,25,50,25,2,3,,,1,2,2,,4,2,2,2,2,2,2,1,6/29/20,1,congress
6/29/20 10:54,6/29/20 10:59,0,192.157.230.78,100,279,1,6/29/20 10:59,R_3Djr5jfPnAsbZhe,,,,,33.8697052,-118.3693008,anonymous,EN,1,31,1,2,1,,,1,,7,8,6,4,1,5,40,25,35,35,21,44,36,44,20,24,36,40,36,34,30,24,46,30,,,1,2,2,1,1,,3,2,1,2,2,1,2,1,29/06/2020,2,obama
6/29/20 10:49,6/29/20 10:59,0,173.8.169.30,100,589,1,6/29/20 10:59,R_11XwqDuSvr3Ym8T,,,,,37.2124939,-121.8641052,anonymous,EN,1,29,1,4,1,,,1,,7,8,4,1,1,1,50,40,10,50,40,10,35,30,35,50,35,15,30,35,35,50,40,10,,,2,2,1,1,2,,5,2,1,2,2,2,2,3,6/29/20,5,obama
6/29/20 10:49,6/29/20 10:59,0,184.4.106.62,100,564,1,6/29/20 10:59,R_0UOiyy956PkBK01,,,,,36.33309937,-78.40660095,anonymous,EN,1,34,2,6,2,,1,,,7,0,10,1,1,1,75,20,5,25,35,40,80,15,5,5,10,85,85,10,5,5,10,85,,,2,2,5,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:59,0,24.171.122.170,100,506,1,6/29/20 10:59,R_2zwqiOofX7nhtO4,,,,,38.78300476,-90.63510132,anonymous,EN,1,45,1,3,2,,1,,,9,7,8,4,5,4,25,50,25,25,45,30,45,35,20,45,30,25,50,25,25,35,15,50,1,2,,,12,2,1,,7,3,2,2,2,2,2,1,6/29/20,5,congress
6/29/20 10:51,6/29/20 10:59,0,73.28.132.137,100,455,1,6/29/20 10:59,R_tWIV3vNcR3nLyp3,,,,,27.24000549,-82.47550201,anonymous,EN,1,10,2,7,1,,,2,,10,10,0,4,4,5,80,10,10,90,5,5,80,10,10,70,20,10,90,5,5,5,80,15,,,1,1,0,2,1,,6,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:59,0,108.184.4.50,100,514,1,6/29/20 10:59,R_RXjT6GHlrIaSJ4l,,,,,34.02400208,-118.1965027,anonymous,EN,1,36,1,4,2,,1,,,7,9,8,4,5,4,20,60,20,20,60,20,10,70,20,20,50,30,30,30,40,30,50,20,2,2,,,2,2,1,,5,4,1,2,1,1,2,1,6/29/20,2,congress
6/29/20 10:51,6/29/20 10:59,0,130.45.69.223,100,453,1,6/29/20 10:59,R_ODTfrHDuvcQLftD,,,,,29.48730469,-98.45320129,anonymous,EN,1,45,1,3,2,,1,,,9,2,10,4,1,1,40,50,10,10,20,70,50,40,10,0,0,100,30,30,40,10,10,80,,,1,2,60,1,1,,5,3,2,2,2,2,2,2,6/30/20,1,obama
6/29/20 10:52,6/29/20 10:59,0,68.3.204.228,100,389,1,6/29/20 10:59,R_3fO8Jcr7b7AzmX5,,,,,33.43190002,-111.6427994,anonymous,EN,1,3,1,3,2,,1,,,8,2,7,1,5,4,35,40,25,25,30,45,40,20,40,20,30,50,40,30,30,30,30,40,2,2,,,1,1,1,,6,3,2,2,2,2,2,2,6/29/20,2,congress
6/29/20 10:51,6/29/20 10:59,0,107.181.175.54,100,497,1,6/29/20 10:59,R_3nTw18e7GTk1PZr,,,,,37.75100708,-97.8219986,anonymous,EN,1,5,2,5,1,,,1,,6,5,3,5,1,4,30,40,30,30,40,30,30,40,30,30,40,30,30,40,30,40,40,20,2,2,,,1,2,1,,6,2,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:52,6/29/20 10:59,0,75.66.85.88,100,423,1,6/29/20 10:59,R_0lKhQgMnBbRuXAd,,,,,35.07609558,-89.85469818,anonymous,EN,1,44,1,8,3,,,,1,6,10,10,1,1,1,100,0,0,50,40,10,100,0,0,50,40,10,100,0,0,40,40,20,,,2,1,0,2,1,,5,3,2,2,1,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:59,0,162.243.246.160,100,584,1,6/29/20 10:59,R_D7hgrRqanCVyM93,,,,,40.73080444,-73.99749756,anonymous,EN,1,33,1,3,1,,,1,,10,10,6,4,1,4,40,60,0,60,40,0,40,60,0,40,60,0,40,60,0,30,70,0,1,1,,,3,2,2,,7,2,2,2,2,2,2,2,29/06/2020,1,congress
6/29/20 10:51,6/29/20 10:59,0,174.236.9.93,100,497,1,6/29/20 10:59,R_3fSIf4jD6tMGMkY,,,,,36.11749268,-95.81960297,anonymous,EN,1,37,1,7,1,,,1,,8,10,1,4,1,4,80,20,0,40,40,20,70,20,10,30,60,10,0,100,0,0,90,10,2,2,,,0,2,1,,6,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:55,6/29/20 10:59,0,72.202.151.239,100,273,1,6/29/20 10:59,R_6scqgl1dR5Dv9jr,,,,,39.042099,-95.71869659,anonymous,EN,1,17,1,3,2,,2,,,8,9,9,1,4,4,30,40,30,40,30,30,30,30,40,20,30,50,30,40,30,30,40,30,1,1,,,30,2,1,,5,3,2,2,2,2,2,3,6/29/20,2,congress
6/29/20 10:51,6/29/20 10:59,0,100.15.77.253,100,469,1,6/29/20 10:59,R_1MX8QnNnPl9zC1E,,,,,38.74809265,-77.23829651,anonymous,EN,1,48,2,4,2,,2,,,4,0,6,1,1,4,95,4,1,40,10,50,95,4,1,10,25,65,10,80,10,5,5,90,,,2,2,3,2,1,,5,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:52,6/29/20 10:59,0,24.99.50.116,100,431,1,6/29/20 10:59,R_djm6PyjS4ENPpU5,,,,,33.93809509,-84.46330261,anonymous,EN,1,11,2,5,1,,,1,,7,6,6,4,4,4,50,25,25,40,40,40,20,40,40,40,40,20,50,25,25,20,20,60,2,2,,,2,1,5,,6,3,1,2,1,1,1,3,00/00/0000,2,congress
6/29/20 10:54,6/29/20 10:59,0,67.175.202.163,100,319,1,6/29/20 10:59,R_27JO3IqToupVnGm,,,,,41.7888031,-88.09159851,anonymous,EN,1,14,1,3,2,,1,,,9,8,10,4,1,4,25,25,50,25,25,50,50,25,25,50,25,25,50,25,25,25,25,50,,,1,2,20,1,2,,6,2,2,2,2,2,2,1,6/29/20,5,obama
6/29/20 10:55,6/29/20 10:59,0,71.196.41.108,100,222,1,6/29/20 10:59,R_CfSvywIU5Xla4Hn,,,,,26.01620483,-80.19550323,anonymous,EN,1,10,1,3,1,,,2,,10,7,1,1,1,1,95,5,0,50,50,0,100,0,0,70,30,0,100,0,0,100,0,0,2,2,,,3,1,2,,5,2,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:51,6/29/20 10:59,0,181.78.0.59,100,468,1,6/29/20 10:59,R_3NL7xEFzG9oaHUB,,,,,4.680297852,-74.06929779,anonymous,EN,1,10,1,6,2,,2,,,5,6,8,4,5,4,60,20,20,40,30,30,50,30,20,30,30,40,60,30,10,30,20,50,,,2,3,0,1,1,,5,3,2,1,2,2,2,4,29/06/2020,2,obama
6/29/20 10:55,6/29/20 10:59,0,100.7.124.86,100,223,1,6/29/20 10:59,R_3E9WViy5jIAOJm9,,,,,37.43099976,-77.65540314,anonymous,EN,1,48,2,6,1,,,2,,9,7,1,4,4,4,90,10,0,60,30,10,90,10,0,70,20,10,90,10,0,70,20,10,2,2,,,3,2,1,,4,2,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:52,6/29/20 10:59,0,72.176.238.134,100,432,1,6/29/20 10:59,R_22xWNhVgbbWZdU0,,,,,29.97920227,-93.95459747,anonymous,EN,1,45,2,4,3,,,,2,4,4,1,4,4,4,80,20,0,50,50,0,90,10,0,80,20,0,90,10,0,20,60,20,1,1,,,2,2,1,,5,3,2,2,2,2,2,2,6/29/20,1,congress
6/29/20 10:52,6/29/20 10:59,0,107.77.201.22,100,415,1,6/29/20 10:59,R_2UYkUEAaJQmzomE,,,,,32.63569641,-96.95050049,anonymous,EN,1,4,2,4,1,,,1,,10,10,0,1,4,4,90,10,0,60,40,0,95,5,0,45,55,0,100,0,0,40,60,0,2,2,,,2,2,1,,4,1,2,1,2,2,2,3,6/29/20,1,congress
6/29/20 10:54,6/29/20 10:59,0,173.175.170.107,100,308,1,6/29/20 10:59,R_3PFdV4rxoK4A4pN,,,,,31.77749634,-106.490303,anonymous,EN,1,45,2,7,2,,1,,,6,3,8,1,1,4,75,25,0,25,25,50,80,10,10,50,30,20,80,10,10,40,20,40,,,3,3,0,2,1,,3,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:53,6/29/20 10:59,0,38.68.50.118,100,345,1,6/29/20 10:59,R_6WFOMbWQwo273ah,,,,,37.75100708,-97.8219986,anonymous,EN,1,33,2,3,1,,,1,,8,7,9,4,5,4,50,50,0,50,40,10,50,50,0,50,50,0,50,50,0,50,50,0,,,2,1,2,2,1,,6,3,2,2,2,2,2,2,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:59,0,198.134.109.141,100,600,1,6/29/20 10:59,R_3CEl0RG4elbxATw,,,,,39.7684021,-86.15799713,anonymous,EN,1,15,2,4,1,,,2,,8,8,3,1,4,4,20,30,50,50,30,20,20,30,50,70,20,10,30,40,30,90,5,5,2,2,,,0,2,1,,6,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:59,0,76.108.37.179,100,606,1,6/29/20 10:59,R_1gelr4xn84E461T,,,,,25.89059448,-80.17839813,anonymous,EN,1,10,2,3,1,,,1,,8,8,0,5,5,5,100,0,0,20,80,0,100,0,0,10,80,10,0,100,0,0,0,100,2,1,,,0,2,2,,5,3,2,2,2,2,2,2,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:59,0,71.71.165.10,100,527,1,6/29/20 10:59,R_3Gy2IpUR1kLSlmf,,,,,35.58380127,-80.86399841,anonymous,EN,1,34,1,3,2,,1,,,10,0,7,1,1,1,50,25,25,50,25,25,50,25,25,25,25,50,40,40,20,20,60,20,1,1,,,3,1,"2,3",,5,3,1,1,1,1,1,1,6/29/20,5,congress
6/29/20 10:50,6/29/20 10:59,0,68.39.255.203,100,534,1,6/29/20 10:59,R_2ASgZ7AHnoIL9g6,,,,,39.90859985,-86.1210022,anonymous,EN,1,15,2,6,2,,1,,,8,2,7,1,1,4,80,20,0,50,50,0,80,20,0,40,60,0,5,95,0,0,100,0,,,1,1,2,2,1,,5,4,2,2,2,2,2,3,6/29/20,1,obama
6/29/20 10:51,6/29/20 10:59,0,98.238.187.22,100,474,1,6/29/20 10:59,R_3QL7C9yrXV6p4MG,,,,,36.20170593,-119.3401947,anonymous,EN,1,5,2,3,1,,,2,,2,7,5,1,1,4,80,5,15,55,35,10,90,8,2,75,20,5,15,75,10,5,70,25,,,1,1,1,2,1,,3,3,2,2,2,2,2,2,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:59,0,174.26.170.14,100,594,1,6/29/20 10:59,R_bwt76IwGg4BaWVX,,,,,33.62759399,-112.0511017,anonymous,EN,1,,2,6,2,,1,,,8,8,7,5,4,5,25,20,55,45,30,25,45,30,25,35,40,25,55,30,15,20,70,10,,,1,2,2,1,2,,5,2,1,1,1,1,2,1,29/06/2020,1,obama
6/29/20 10:49,6/29/20 10:59,0,212.162.150.242,100,597,1,6/29/20 10:59,R_11ZRdgeAGy4XJrE,,,,,41.87770081,-87.63760376,anonymous,EN,1,33,1,3,1,,,1,,7,6,1,4,4,5,10,10,80,60,20,20,15,25,60,60,25,15,25,30,45,60,20,20,3,2,,,1,1,1,,5,3,2,2,2,2,2,4,6/29/20,2,congress
6/29/20 10:51,6/29/20 10:59,0,172.251.232.46,100,478,1,6/29/20 10:59,R_3KIVtNhuMUJoAKw,,,,,34.07400513,-118.2611008,anonymous,EN,1,5,2,4,1,,,1,,8,7,0,5,5,5,30,20,50,10,20,70,40,30,30,30,30,40,40,20,40,10,40,50,2,3,,,2,2,2,,5,3,2,2,2,2,2,4,6/29/20,2,congress
6/29/20 10:52,6/29/20 10:59,0,72.52.87.161,100,420,1,6/29/20 10:59,R_1dKVJisf74BWiNr,,,,,37.5625,-122.0003967,anonymous,EN,1,5,2,4,1,,,1,,,10,8,4,4,4,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,2,2,,,2,2,2,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:51,6/29/20 10:59,0,67.240.189.72,100,509,1,6/29/20 10:59,R_DpYPjDtD3aJD47n,,,,,43.6598053,-70.25469971,anonymous,EN,1,5,2,3,4,Non-partisan,,,3,6,6,3,4,1,4,70,20,10,50,30,20,90,10,0,60,20,20,70,20,10,50,30,20,2,2,,,2,2,1,,6,4,2,2,2,2,2,3,6/29/20,1,congress
6/29/20 10:56,6/29/20 10:59,0,173.171.205.77,100,223,1,6/29/20 10:59,R_1gG9nhPNROHRwdq,,,,,28.11309814,-81.62409973,anonymous,EN,1,10,1,5,2,,1,,,6,7,10,1,1,1,90,10,0,50,50,0,80,20,0,60,40,0,100,0,0,30,20,50,1,1,,,200,2,1,,4,4,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:59,0,72.193.137.128,100,627,1,6/29/20 10:59,R_pzmhkpYUYc1wtmp,,,,,36.14729309,-115.2201996,anonymous,EN,1,29,1,3,2,,1,,,10,3,9,5,5,4,20,30,50,10,20,70,30,30,40,20,20,60,30,50,20,20,30,50,,,1,2,3,2,1,,5,3,2,2,2,1,1,2,29/06/2020,1,obama
6/29/20 10:50,6/29/20 10:59,0,71.41.151.178,100,592,1,6/29/20 10:59,R_1XoKJXtKreLE6rv,,,,,30.37730408,-97.70999908,anonymous,EN,1,45,2,5,1,,,1,,8,10,7,1,1,4,60,30,10,70,30,0,70,30,0,80,20,0,80,20,0,90,10,0,,,2,1,1,2,1,,2,2,2,2,2,2,2,1,6/29/20,4,obama
6/29/20 10:54,6/29/20 10:59,0,73.115.124.29,100,333,1,6/29/20 10:59,R_xlV8CPlkMb9eDgR,,,,,29.74389648,-95.60669708,anonymous,EN,1,45,2,3,2,,1,,,8,8,10,4,1,5,25,25,50,25,50,25,25,20,55,25,26,49,26,30,44,50,25,25,2,1,,,50,1,1,,5,2,1,1,1,1,1,3,29/06/2020,3,congress
6/29/20 10:52,6/29/20 10:59,0,98.113.20.93,100,431,1,6/29/20 10:59,R_2E0lmQsxUFjoEKv,,,,,41.02780151,-73.94909668,anonymous,EN,1,33,1,4,1,,,1,,9,8,0,1,1,5,100,0,0,70,30,0,100,0,0,70,30,0,100,0,0,60,20,20,1,1,,,5,2,4,,3,3,2,2,2,2,2,2,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:59,0,199.116.118.245,100,605,1,6/29/20 10:59,R_3HpGhPwtHwVmF93,,,,,37.3881073,-121.8755951,anonymous,EN,1,5,1,4,2,,1,,,9,9,8,1,5,1,60,40,0,60,40,0,80,20,0,80,20,0,85,15,0,85,15,0,,,1,1,5,1,2,,5,3,2,2,2,2,1,1,6/29/20,3,obama
6/29/20 10:56,6/29/20 10:59,0,68.198.82.153,100,215,1,6/29/20 10:59,R_Zl2LFvaDA3GHxzb,,,,,40.75999451,-73.53179932,anonymous,EN,1,33,1,3,1,,,2,,6,8,7,1,1,4,95,5,0,75,25,0,99,1,0,90,10,0,0,100,0,0,100,0,,,1,2,0,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:53,6/29/20 10:59,0,199.101.34.12,100,361,1,6/29/20 10:59,R_vlatPQQeOKFgM3D,,,,,33.39810181,-111.7850037,anonymous,EN,1,3,1,4,3,,,,2,8,7,0,5,5,5,70,20,10,5,25,70,55,35,10,5,20,75,35,50,15,10,60,30,2,2,,,2,2,1,,4,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:59,0,66.188.191.234,100,584,1,6/29/20 10:59,R_3IZ6Hsfd3VDfW5y,,,,,44.74989319,-93.20809937,anonymous,EN,1,24,1,5,2,,2,,,3,3,5,1,1,4,75,20,5,60,10,30,100,0,0,100,0,0,20,80,0,10,70,20,,,1,2,2,2,1,,4,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:59,0,98.156.243.130,100,554,1,6/29/20 10:59,R_1ILrhI1WLi1XNhp,,,,,31.66290283,-106.1371002,anonymous,EN,1,45,1,3,1,,,2,,5,5,1,4,4,4,85,10,5,65,30,5,95,5,0,80,15,5,50,45,5,20,60,20,,,2,2,0,1,1,,6,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:55,6/29/20 10:59,0,196.17.64.11,100,265,1,6/29/20 10:59,R_1FJwvCsaZgLW6Bj,,,,,34.05439758,-118.2440033,anonymous,EN,1,5,1,3,2,,1,,,7,7,7,1,1,1,60,20,20,20,60,20,50,25,25,25,25,50,30,20,50,20,30,50,,,1,1,2,2,1,,5,2,1,1,1,2,2,2,6/29/20,4,obama
6/29/20 10:53,6/29/20 10:59,0,155.219.62.39,100,403,1,6/29/20 10:59,R_1DSdEqza2wJLAsw,,,,,34.65950012,-98.40039825,anonymous,EN,1,37,1,4,2,,1,,,8,1,9,1,1,1,90,5,5,30,10,60,90,5,5,30,10,60,50,40,10,50,40,10,,,1,1,3,1,"1,3",,5,4,2,1,2,2,2,2,6/29/20,1,obama
6/29/20 10:54,6/29/20 11:00,0,73.248.143.146,100,358,1,6/29/20 11:00,R_tW1Yr0b7hoidNtL,,,,,39.73539734,-74.9838028,anonymous,EN,1,31,2,3,1,,,1,,8,9,3,1,4,4,10,60,30,50,30,20,50,30,20,50,40,10,20,50,30,40,50,10,1,2,,,0,2,1,,2,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:54,6/29/20 11:00,0,98.193.90.130,100,333,1,6/29/20 11:00,R_24DbqVyhGfmSF3h,,,,,41.9703064,-87.66400146,anonymous,EN,1,14,1,5,3,,,,2,4,4,4,4,4,4,60,30,10,10,30,60,60,30,10,10,30,60,10,60,30,33,33,34,2,2,,,5,2,1,,6,4,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:54,6/29/20 11:00,0,71.64.124.201,100,333,1,6/29/20 11:00,R_3e4v9rCRQGLwS31,,,,,41.53439331,-81.5318985,anonymous,EN,1,36,1,4,2,,2,,,9,8,8,4,1,4,30,40,30,40,30,30,40,30,30,30,40,30,40,30,30,30,30,40,,,2,1,15,2,2,,5,3,1,1,1,1,1,2,6/29/20,4,obama
6/29/20 10:55,6/29/20 11:00,0,98.213.46.172,100,297,1,6/29/20 11:00,R_26mMZEouvOHcZJ1,,,,,41.93499756,-87.873703,anonymous,EN,1,1,1,2,1,,,1,,8,9,10,1,4,5,62,20,18,25,45,30,65,30,5,32,62,6,33,21,46,63,25,12,1,3,,,2,1,"1,3,4,5",,1,1,1,1,1,1,1,1,29/06/2020,1,congress
6/29/20 10:49,6/29/20 11:00,0,73.68.85.207,100,640,1,6/29/20 11:00,R_VJ3eT3TXY6dTtWp,,,,,41.30810547,-72.92739868,anonymous,EN,1,5,1,6,2,,1,,,9,7,8,4,1,5,50,25,25,100,0,0,50,30,20,30,20,50,40,20,40,20,40,40,,,1,1,1,1,2,,5,2,1,1,1,1,1,1,29/06/2020,3,obama
6/29/20 10:50,6/29/20 11:00,0,137.116.69.31,100,576,1,6/29/20 11:00,R_3R1PNDjFMI524Ly,,,,,36.65339661,-78.375,anonymous,EN,1,5,1,4,2,,1,,,8,8,8,4,5,4,10,50,40,30,20,50,20,30,50,100,0,0,10,40,50,40,20,40,,,1,2,1,1,2,,5,2,1,1,1,1,1,4,29.06.2020,3,obama
6/29/20 10:52,6/29/20 11:00,0,75.8.34.251,100,429,1,6/29/20 11:00,R_3hDPAc9inonVDtR,,,,,32.95689392,-96.83170319,anonymous,EN,1,1,2,5,2,,1,,,8,10,10,4,5,4,60,20,20,40,20,40,60,20,20,60,20,20,60,20,20,60,20,20,1,1,,,45,1,1,,6,3,1,1,1,1,1,1,29-Apr-20,1,congress
6/29/20 10:52,6/29/20 11:00,0,74.137.205.118,100,452,1,6/29/20 11:00,R_1lfnthVesRxLEQV,,,,,37.98510742,-84.17240143,anonymous,EN,1,18,2,3,3,,,,2,8,7,2,5,5,5,85,12,3,20,40,40,90,5,5,10,30,60,30,50,20,10,60,30,2,2,,,0,2,1,,3,2,2,2,2,2,2,1,6/30/20,1,congress
6/29/20 10:56,6/29/20 11:00,0,174.17.176.38,100,203,1,6/29/20 11:00,R_1dENvr64vgtXrJc,,,,,33.18919373,-111.5315018,anonymous,EN,1,3,1,3,1,,,1,,8,7,5,4,4,4,25,50,25,25,50,25,25,50,25,50,25,25,25,50,25,25,50,25,1,2,,,2,2,1,,6,4,1,1,1,1,1,1,29/06/2020,3,congress
6/29/20 10:52,6/29/20 11:00,0,50.114.84.218,100,473,1,6/29/20 11:00,R_1NqsN5C7WfGKB2h,,,,,37.75100708,-97.8219986,anonymous,EN,1,11,2,3,2,,1,,,10,8,9,1,4,4,45,25,30,30,40,30,30,30,40,45,45,10,30,30,40,45,30,25,2,1,,,0,2,1,,6,4,1,1,1,1,1,1,29/06/2020,4,congress
6/29/20 10:53,6/29/20 11:00,0,76.104.104.130,100,377,1,6/29/20 11:00,R_BVPVLOcwovdaTAZ,,,,,37.17939758,-77.38580322,anonymous,EN,1,48,2,7,1,,,2,,7,8,8,1,1,4,80,10,10,70,20,10,90,10,0,80,20,0,80,20,0,70,20,10,2,2,,,0,2,1,,4,4,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:51,6/29/20 11:00,0,216.21.191.208,100,506,1,6/29/20 11:00,R_2Cwd9z7N1vBi2Dl,,,,,40.39900208,-86.85749817,anonymous,EN,1,15,2,5,1,,,1,,10,9,7,1,4,1,25,50,25,25,50,25,25,25,50,20,20,60,25,25,50,22,48,30,1,2,,,3,1,2,,6,4,1,1,1,1,1,1,6/29/20,4,congress
6/29/20 10:50,6/29/20 11:00,0,68.111.136.73,100,569,1,6/29/20 11:00,R_2xS1zKXjjY3sjfE,,,,,33.13659668,-117.0610962,anonymous,EN,1,5,1,4,3,,,,2,7,6,2,4,4,4,75,25,0,25,65,10,80,20,0,10,85,5,50,50,0,25,50,25,,,1,1,4,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:56,6/29/20 11:00,0,196.17.65.103,100,232,1,6/29/20 11:00,R_sGUiZclqtmEWzrH,,,,,34.05439758,-118.2440033,anonymous,EN,1,5,1,3,2,,1,,,10,3,10,1,1,1,70,20,10,70,10,20,70,10,20,70,10,20,70,20,10,40,50,10,,,1,1,1,2,1,,8,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:50,6/29/20 11:00,0,23.88.238.110,100,606,1,6/29/20 11:00,R_2cAgGRRNPp7F57W,,,,,33.8697052,-118.3693008,anonymous,EN,1,11,2,3,1,,,2,,8,10,7,4,4,5,22,50,28,45,10,45,20,40,40,40,50,10,24,26,50,25,35,40,3,1,,,2,2,"1,2",,6,2,1,1,1,1,2,1,29/06/2020,4,congress
6/29/20 10:49,6/29/20 11:00,0,198.12.113.121,100,617,1,6/29/20 11:00,R_2zjs2MrkBm1xyEs,,,,,37.75100708,-97.8219986,anonymous,EN,1,1,1,6,1,,,1,,8,8,4,1,5,5,30,20,50,50,30,20,30,20,50,50,20,30,30,20,50,60,20,20,3,1,,,1,2,4,,6,2,2,2,2,2,2,2,6/29/20,1,congress
6/29/20 10:51,6/29/20 11:00,0,172.106.167.189,100,523,1,6/29/20 11:00,R_2f0OEUAhBowT1B3,,,,,39.01800537,-77.53900146,anonymous,EN,1,7,2,4,2,,1,,,5,9,10,5,1,1,50,10,40,10,60,30,20,30,50,20,30,50,20,30,50,10,50,40,,,2,2,2,1,4,,5,3,1,1,1,1,1,2,6/29/20,2,obama
6/29/20 10:50,6/29/20 11:00,0,196.17.67.41,100,609,1,6/29/20 11:00,R_BAmVeq0ls5JETO9,,,,,34.05439758,-118.2440033,anonymous,EN,1,5,1,3,2,,1,,,10,2,10,1,1,1,40,30,30,40,30,30,50,30,20,60,20,20,70,20,10,70,20,10,,,1,1,1,2,1,,6,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:57,6/29/20 11:00,0,173.172.45.154,100,163,1,6/29/20 11:00,R_3nlaoAWvOqkDklO,,,,,31.80450439,-105.9661026,anonymous,EN,1,45,2,3,1,,,2,,6,10,5,4,1,1,30,40,30,20,50,30,20,50,30,30,40,30,20,50,30,30,40,30,2,2,,,4,1,1,,5,3,2,1,2,2,2,4,6/29/20,3,congress
6/29/20 10:51,6/29/20 11:00,0,64.188.7.159,100,548,1,6/29/20 11:00,R_110I1Hy2uHUWQwW,,,,,33.95599365,-118.3887024,anonymous,EN,1,40,2,6,2,,1,,,6,8,7,1,1,5,44,20,36,25,45,30,20,30,50,55,25,20,20,30,50,50,25,25,,,1,3,2,1,"1,2",,2,2,,1,2,1,1,1,29/06/2020,1,obama
6/29/20 10:50,6/29/20 11:00,0,68.190.23.107,100,579,1,6/29/20 11:00,R_12tEqMOaT2RlQEY,,,,,32.31509399,-86.24490356,anonymous,EN,1,1,1,5,2,,1,,,8,7,7,1,4,4,50,40,10,40,50,10,50,50,0,50,50,0,50,40,10,50,40,10,,,2,2,2,1,"1,2,3,4,5",,6,2,2,2,2,2,2,2,6/29/20,4,obama
6/29/20 10:49,6/29/20 11:00,0,82.102.30.94,100,632,1,6/29/20 11:00,R_30q99uH5U3VMoq8,,,,,36.16850281,-115.1164017,anonymous,EN,1,29,1,3,1,,,1,,8,8,2,5,5,1,10,20,70,20,20,60,20,20,60,20,40,40,10,30,60,40,20,40,3,2,,,3,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:53,6/29/20 11:00,0,68.201.97.173,100,401,1,6/29/20 11:00,R_UaMsRJpU8Y21Sgx,,,,,26.19059753,-98.11640167,anonymous,EN,1,45,1,4,1,,,2,,8,6,2,5,5,4,70,20,10,50,20,30,90,5,5,40,20,40,50,40,10,30,50,20,2,2,,,0,1,1,,2,2,2,2,2,2,1,3,6/29/20,1,congress
